knapPI_12_500_1000_3
n 500
c 6906
z 8500
time 0.00
1,635,575,0
2,635,575,0
3,1016,920,0
4,1270,1150,0
5,340,275,0
6,762,690,0
7,136,110,0
8,612,495,0
9,408,330,0
10,408,330,0
11,1143,1035,0
12,381,345,0
13,508,460,0
14,612,495,0
15,612,495,0
16,476,385,0
17,889,805,0
18,272,220,0
19,889,805,0
20,680,550,0
21,1143,1035,0
22,635,575,0
23,272,220,0
24,635,575,0
25,68,55,0
26,544,440,0
27,544,440,0
28,1270,1150,0
29,612,495,0
30,408,330,0
31,889,805,0
32,381,345,0
33,272,220,0
34,254,230,0
35,544,440,0
36,136,110,0
37,476,385,0
38,476,385,0
39,136,110,0
40,204,165,0
41,272,220,0
42,272,220,0
43,680,550,0
44,127,115,0
45,127,115,0
46,1270,1150,0
47,680,550,0
48,254,230,0
49,476,385,0
50,476,385,0
51,272,220,0
52,127,115,0
53,508,460,0
54,127,115,0
55,889,805,0
56,544,440,0
57,612,495,0
58,612,495,0
59,612,495,0
60,127,115,0
61,762,690,0
62,612,495,0
63,1143,1035,0
64,340,275,0
65,612,495,0
66,408,330,0
67,544,440,0
68,381,345,0
69,680,550,0
70,408,330,0
71,476,385,0
72,272,220,0
73,1270,1150,0
74,1270,1150,0
75,508,460,0
76,1143,1035,0
77,1016,920,0
78,680,550,0
79,254,230,0
80,340,275,0
81,476,385,0
82,508,460,0
83,381,345,0
84,544,440,0
85,1016,920,0
86,680,550,0
87,136,110,0
88,612,495,0
89,680,550,0
90,544,440,0
91,254,230,0
92,127,115,0
93,612,495,0
94,508,460,0
95,254,230,0
96,612,495,0
97,1016,920,0
98,612,495,0
99,127,115,0
100,340,275,0
101,680,550,0
102,272,220,0
103,68,55,0
104,762,690,0
105,1016,920,0
106,272,220,0
107,272,220,0
108,1016,920,0
109,204,165,0
110,1143,1035,0
111,889,805,0
112,762,690,0
113,381,345,0
114,204,165,0
115,340,275,0
116,340,275,0
117,508,460,0
118,612,495,0
119,889,805,0
120,635,575,0
121,408,330,0
122,127,115,0
123,544,440,0
124,408,330,0
125,1016,920,0
126,340,275,0
127,136,110,0
128,204,165,0
129,635,575,0
130,136,110,0
131,476,385,0
132,408,330,0
133,204,165,0
134,612,495,0
135,340,275,0
136,204,165,0
137,508,460,0
138,136,110,0
139,680,550,0
140,1016,920,0
141,680,550,0
142,762,690,0
143,68,55,0
144,1270,1150,0
145,408,330,0
146,1270,1150,0
147,381,345,0
148,544,440,0
149,635,575,0
150,272,220,0
151,1016,920,0
152,476,385,0
153,68,55,0
154,340,275,0
155,1270,1150,0
156,680,550,0
157,127,115,0
158,635,575,0
159,1143,1035,0
160,1016,920,0
161,127,115,0
162,381,345,0
163,381,345,0
164,1270,1150,0
165,408,330,0
166,204,165,0
167,544,440,0
168,680,550,0
169,204,165,0
170,889,805,0
171,381,345,0
172,204,165,1
173,762,690,0
174,381,345,0
175,762,690,0
176,680,550,0
177,1016,920,0
178,635,575,0
179,762,690,0
180,680,550,0
181,340,275,0
182,1270,1150,0
183,272,220,0
184,204,165,0
185,544,440,0
186,381,345,0
187,254,230,0
188,381,345,0
189,476,385,0
190,136,110,0
191,476,385,0
192,340,275,0
193,381,345,0
194,889,805,0
195,136,110,0
196,68,55,0
197,476,385,0
198,254,230,0
199,272,220,1
200,635,575,0
201,381,345,0
202,1270,1150,0
203,254,230,0
204,272,220,1
205,381,345,0
206,272,220,1
207,408,330,1
208,508,460,0
209,476,385,1
210,127,115,0
211,612,495,1
212,889,805,0
213,476,385,1
214,762,690,0
215,381,345,0
216,136,110,1
217,136,110,1
218,254,230,0
219,1016,920,0
220,1270,1150,0
221,476,385,1
222,136,110,1
223,680,550,1
224,340,275,1
225,1143,1035,0
226,1016,920,0
227,127,115,0
228,1143,1035,0
229,204,165,0
230,1016,920,0
231,1270,1150,0
232,136,110,0
233,544,440,0
234,889,805,0
235,272,220,0
236,68,55,0
237,1016,920,0
238,1143,1035,0
239,635,575,0
240,476,385,1
241,680,550,0
242,254,230,0
243,68,55,1
244,635,575,0
245,340,275,1
246,136,110,1
247,1016,920,0
248,635,575,0
249,889,805,0
250,889,805,0
251,381,345,0
252,204,165,1
253,1270,1150,0
254,612,495,0
255,127,115,0
256,408,330,0
257,612,495,0
258,680,550,0
259,544,440,0
260,1270,1150,0
261,340,275,0
262,381,345,0
263,254,230,0
264,762,690,0
265,127,115,0
266,204,165,0
267,127,115,0
268,136,110,0
269,408,330,0
270,762,690,0
271,680,550,0
272,476,385,0
273,1270,1150,0
274,612,495,0
275,1270,1150,0
276,340,275,0
277,680,550,0
278,381,345,0
279,635,575,0
280,204,165,0
281,635,575,0
282,381,345,0
283,476,385,0
284,408,330,0
285,254,230,0
286,476,385,0
287,1270,1150,0
288,889,805,0
289,272,220,0
290,136,110,0
291,254,230,0
292,68,55,0
293,340,275,0
294,508,460,0
295,889,805,0
296,136,110,0
297,340,275,0
298,635,575,0
299,204,165,0
300,272,220,0
301,889,805,0
302,612,495,0
303,476,385,0
304,635,575,0
305,1143,1035,0
306,680,550,0
307,635,575,0
308,340,275,0
309,635,575,0
310,889,805,0
311,612,495,0
312,544,440,0
313,340,275,0
314,635,575,0
315,762,690,0
316,508,460,0
317,612,495,0
318,204,165,0
319,508,460,0
320,68,55,0
321,508,460,0
322,1270,1150,0
323,68,55,0
324,68,55,0
325,136,110,0
326,127,115,0
327,476,385,0
328,272,220,0
329,272,220,0
330,544,440,0
331,68,55,0
332,340,275,0
333,612,495,0
334,680,550,0
335,127,115,0
336,1016,920,0
337,68,55,0
338,889,805,0
339,508,460,0
340,612,495,0
341,544,440,0
342,340,275,0
343,408,330,0
344,1270,1150,0
345,127,115,0
346,612,495,0
347,612,495,0
348,1143,1035,0
349,272,220,0
350,340,275,0
351,68,55,0
352,408,330,0
353,612,495,0
354,612,495,0
355,272,220,0
356,508,460,0
357,68,55,0
358,272,220,0
359,889,805,0
360,889,805,0
361,1270,1150,0
362,889,805,0
363,204,165,0
364,204,165,0
365,340,275,0
366,508,460,0
367,272,220,0
368,635,575,0
369,889,805,0
370,272,220,0
371,762,690,0
372,340,275,0
373,635,575,0
374,340,275,0
375,408,330,0
376,612,495,0
377,272,220,0
378,254,230,0
379,508,460,0
380,68,55,0
381,1143,1035,0
382,127,115,0
383,136,110,0
384,476,385,1
385,1016,920,0
386,68,55,1
387,254,230,0
388,254,230,0
389,544,440,0
390,127,115,0
391,635,575,0
392,762,690,0
393,1270,1150,0
394,508,460,0
395,381,345,0
396,544,440,0
397,136,110,1
398,381,345,0
399,476,385,1
400,127,115,0
401,635,575,0
402,476,385,1
403,127,115,0
404,1270,1150,0
405,381,345,0
406,1143,1035,0
407,127,115,0
408,508,460,0
409,408,330,1
