knapPI_12_500_1000_2
n 500
c 3665
z 3814
time 0.00
1,420,410,0
2,752,720,0
3,42,41,0
4,752,720,0
5,470,450,0
6,336,328,0
7,470,450,0
8,564,540,0
9,42,41,0
10,94,90,0
11,84,82,0
12,752,720,0
13,940,900,0
14,564,540,0
15,168,164,0
16,84,82,0
17,752,720,0
18,940,900,0
19,94,90,0
20,940,900,0
21,84,82,0
22,376,360,0
23,470,450,0
24,126,123,0
25,378,369,0
26,94,90,0
27,188,180,0
28,168,164,0
29,126,123,0
30,336,328,0
31,42,41,0
32,752,720,0
33,470,450,0
34,378,369,0
35,378,369,0
36,752,720,0
37,42,41,0
38,188,180,0
39,294,287,0
40,658,630,0
41,252,246,0
42,420,410,0
43,126,123,0
44,470,450,0
45,282,270,0
46,84,82,0
47,470,450,1
48,282,270,0
49,294,287,0
50,470,450,0
51,210,205,0
52,282,270,1
53,282,270,0
54,846,810,0
55,376,360,0
56,336,328,0
57,188,180,0
58,940,900,1
59,42,41,0
60,846,810,0
61,564,540,1
62,940,900,1
63,294,287,0
64,282,270,0
65,94,90,0
66,42,41,0
67,376,360,0
68,752,720,0
69,470,450,0
70,470,450,0
71,42,41,0
72,294,287,0
73,336,328,0
74,846,810,0
75,84,82,0
76,294,287,0
77,210,205,0
78,94,90,0
79,470,450,0
80,294,287,0
81,420,410,0
82,282,270,1
83,94,90,0
84,940,900,0
85,84,82,0
86,252,246,0
87,294,287,0
88,420,410,0
89,940,900,0
90,378,369,0
91,940,900,0
92,940,900,0
93,336,328,0
94,94,90,0
95,420,410,0
96,420,410,0
97,378,369,0
98,210,205,0
99,42,41,0
100,42,41,0
101,940,900,0
102,420,410,0
103,376,360,0
104,42,41,0
105,420,410,0
106,210,205,0
107,188,180,0
108,252,246,0
109,282,270,0
110,210,205,0
111,564,540,0
112,126,123,0
113,94,90,0
114,658,630,0
115,252,246,0
116,658,630,0
117,378,369,0
118,564,540,0
119,210,205,0
120,94,90,0
121,94,90,0
122,210,205,0
123,940,900,0
124,94,90,0
125,168,164,0
126,84,82,0
127,188,180,0
128,376,360,0
129,188,180,0
130,168,164,0
131,420,410,0
132,846,810,0
133,252,246,0
134,470,450,0
135,168,164,0
136,294,287,0
137,94,90,0
138,94,90,0
139,282,270,0
140,336,328,0
141,210,205,0
142,940,900,0
143,94,90,0
144,336,328,0
145,940,900,0
146,940,900,0
147,42,41,0
148,84,82,0
149,282,270,0
150,470,450,0
151,420,410,0
152,126,123,0
153,752,720,0
154,846,810,0
155,168,164,0
156,252,246,0
157,42,41,0
158,282,270,0
159,210,205,0
160,210,205,0
161,84,82,0
162,752,720,0
163,564,540,0
164,168,164,0
165,282,270,0
166,658,630,0
167,252,246,0
168,336,328,0
169,126,123,0
170,564,540,0
171,168,164,0
172,126,123,0
173,294,287,0
174,658,630,0
175,420,410,0
176,168,164,0
177,940,900,0
178,378,369,0
179,846,810,0
180,378,369,0
181,252,246,0
182,282,270,0
183,294,287,0
184,168,164,0
185,846,810,0
186,470,450,0
187,126,123,0
188,210,205,0
189,126,123,0
190,658,630,0
191,42,41,0
192,470,450,0
193,94,90,0
194,564,540,0
195,378,369,0
196,210,205,0
197,94,90,0
198,168,164,0
199,846,810,0
200,294,287,0
201,252,246,0
202,470,450,0
203,126,123,0
204,210,205,0
205,378,369,0
206,940,900,0
207,940,900,0
208,188,180,0
209,752,720,0
210,126,123,0
211,282,270,0
212,126,123,0
213,336,328,0
214,336,328,0
215,336,328,0
216,126,123,0
217,252,246,0
218,168,164,0
219,752,720,0
220,658,630,0
221,752,720,0
222,168,164,0
223,252,246,0
224,126,123,0
225,564,540,0
226,378,369,0
227,564,540,0
228,752,720,0
229,294,287,0
230,84,82,0
231,210,205,0
232,94,90,0
233,658,630,0
234,752,720,0
235,94,90,0
236,126,123,0
237,126,123,0
238,470,450,0
239,94,90,0
240,282,270,0
241,846,810,0
242,420,410,0
243,126,123,0
244,84,82,0
245,126,123,0
246,940,900,0
247,376,360,0
248,940,900,0
249,336,328,0
250,378,369,0
251,564,540,0
252,470,450,0
253,126,123,0
254,252,246,0
255,252,246,0
256,846,810,0
257,470,450,0
258,376,360,0
259,84,82,0
260,94,90,0
261,846,810,0
262,752,720,0
263,94,90,0
264,564,540,0
265,252,246,0
266,940,900,0
267,658,630,0
268,294,287,0
269,282,270,0
270,752,720,0
271,658,630,0
272,564,540,0
273,168,164,0
274,470,450,0
275,210,205,0
276,564,540,0
277,282,270,0
278,940,900,0
279,294,287,0
280,126,123,0
281,376,360,0
282,336,328,0
283,564,540,0
284,252,246,0
285,470,450,0
286,378,369,0
287,470,450,0
288,470,450,0
289,420,410,0
290,564,540,0
291,940,900,0
292,846,810,0
293,470,450,0
294,168,164,0
295,42,41,0
296,376,360,0
297,42,41,0
298,294,287,0
299,336,328,0
300,42,41,0
301,168,164,0
302,336,328,0
303,252,246,0
304,752,720,0
305,846,810,0
306,94,90,0
307,168,164,0
308,940,900,0
309,752,720,0
310,752,720,0
311,376,360,0
312,378,369,0
313,336,328,0
314,376,360,0
315,940,900,0
316,42,41,0
317,940,900,0
318,294,287,0
319,84,82,0
320,378,369,0
321,564,540,0
322,94,90,0
323,846,810,0
324,188,180,0
325,42,41,0
326,378,369,0
327,378,369,0
328,126,123,0
329,658,630,0
330,94,90,0
331,470,450,0
332,420,410,0
333,846,810,0
334,470,450,0
335,378,369,0
336,294,287,0
337,168,164,0
338,658,630,0
339,94,90,0
340,252,246,0
341,282,270,0
342,210,205,0
343,376,360,0
344,210,205,0
345,940,900,0
346,658,630,0
347,94,90,0
348,376,360,0
349,846,810,0
350,282,270,0
351,294,287,0
352,378,369,0
353,752,720,0
354,940,900,0
355,336,328,0
356,252,246,0
357,752,720,0
358,188,180,0
359,42,41,0
360,752,720,0
361,282,270,0
362,752,720,0
363,294,287,0
364,84,82,0
365,846,810,0
366,336,328,0
367,168,164,0
368,470,450,0
369,210,205,0
370,84,82,0
371,376,360,0
372,126,123,0
373,126,123,0
374,420,410,0
375,846,810,0
376,282,270,0
377,84,82,0
